GENE,COMMON,gal1RGexp,gal4RGexp,gal80Rexp,gal1RGsig,gal4RGsig,gal80Rsig
YBR175W,YBR175W,-0.066,-0.356,0.268,2.11E-01,3.26E-04,1.02E-01
YBL071C,YBL071C,-0.033,-0.552,0.323,8.11E-01,4.10E-02,2.91E-01
YER113C,YER113C,-0.023,-0.501,-0.103,7.36E-01,1.01E-02,6.80E-01
YML079W,YML079W,-0.001,0.001,-0.018,9.79E-01,1.00E+00,8.60E-01
YOR352W,YOR352W,0.154,0.264,-0.172,1.96E-03,7.97E-05,4.25E-02
YDR207C,UME6,0.084,0.138,0.041,6.34E-02,5.03E-02,7.52E-01
YPR048W,TAH18,0.113,-0.191,0.289,1.29E-01,5.46E-01,6.30E-02
YJR160C,YJR160C,-0.097,0.154,-0.228,3.05E-02,5.10E-03,2.32E-02
YBR249C,ARO4,-0.26,-0.106,-0.388,5.14E-07,3.10E-02,8.93E-08
YOR069W,VPS5,0.075,-0.079,0.378,7.98E-02,1.98E-01,1.07E-03
YPL017C,YPL017C,0.031,0.198,0.04,5.11E-01,6.72E-03,7.24E-01
YDL102W,CDC2,0.043,0,0,5.30E-01,1.00E+00,1.00E+00
YNL059C,ARP5,0.221,-0.214,0.046,1.48E-04,9.06E-04,5.93E-01
YOR280C,YOR280C,-0.053,-0.151,-0.324,1.69E-01,9.19E-03,3.54E-04
YOR353C,YOR353C,0.025,-0.093,0.237,5.58E-01,2.36E-01,2.40E-02
YJL201W,ECM25,0.013,-0.168,-0.073,8.34E-01,4.47E-02,6.70E-01
YPR049C,YPR049C,0.377,0.717,0.629,1.66E-04,6.57E-06,8.08E-04
YER040W,GLN3,0.098,-0.513,0.537,3.84E-01,1.03E-02,1.87E-03
YDR061W,YDR061W,0.042,0.211,-0.071,3.37E-01,1.61E-02,4.09E-01
YGL191W,COX13,0.03,0.089,0.015,4.28E-01,3.84E-02,7.78E-01
YCR082W,YCR082W,0.065,-0.024,0.461,2.53E-01,6.47E-01,7.71E-05
YDL103C,QRI1,0.113,-0.021,-0.32,1.32E-02,7.39E-01,1.16E-04
YBR176W,ECM31,-0.019,-0.287,0.083,7.10E-01,3.93E-03,5.44E-01
YBL072C,RPS8A,-0.342,-0.37,-0.046,9.92E-06,2.96E-06,4.40E-01
YOL038W,PRE6,0.079,-0.158,0.239,4.66E-02,2.99E-03,1.58E-03
YJL202C,YJL202C,0.064,-0.437,-0.428,5.83E-01,2.21E-01,2.06E-01
YIL150C,DNA43,-0.043,-0.574,0.278,6.41E-01,4.54E-04,1.08E-01
YER114C,BOI2,0.021,0.051,-0.004,5.90E-01,2.65E-01,9.64E-01
YGR296W,YRF1-3,0.015,-0.206,0.015,6.84E-01,9.56E-03,8.01E-01
YDR135C,YCF1,0.17,-0.044,0.37,2.14E-04,3.81E-01,2.37E-04
YNL270C,ALP1,1.046,0.139,0.709,7.51E-11,1.92E-01,3.71E-04
YBR177C,EHT1,-0.303,0.149,-0.756,2.73E-06,1.40E-03,2.26E-14
YJR161C,COS5,-0.195,0.235,-0.547,3.58E-05,3.13E-05,3.25E-13
YDL030W,PRP9,0.244,-0.119,0.339,2.77E-04,2.56E-01,1.18E-02
YCL051W,LRE1,-0.134,-0.029,-0.023,5.61E-03,6.83E-01,8.48E-01
YOR281C,YOR281C,0.226,-0.398,0.31,1.91E-04,1.29E-04,1.14E-02
YOR354C,YOR354C,0.022,0.2,-0.089,5.77E-01,3.36E-04,2.45E-01
YFR020W,YFR020W,-0.225,0.059,-0.101,1.26E-03,4.40E-01,4.01E-01
YER041W,YER041W,-0.146,-0.168,-0.08,3.54E-02,2.73E-01,6.33E-01
YDR062W,LCB2,-0.171,-0.122,-0.315,9.16E-05,1.31E-02,5.51E-06
YGL192W,IME4,-0.094,0.302,-0.209,3.20E-02,5.28E-05,2.18E-02
YDR208W,MSS4,0.266,0.106,0.253,1.63E-04,4.33E-01,1.13E-01
YCR083W,TRX3,-0.05,0,0.403,3.75E-01,1.00E+00,6.12E-03
YDL104C,QRI7,0.082,-0.201,0.233,1.21E-01,9.13E-02,1.02E-01
YCL052C,PBN1,-0.04,0.152,-0.031,2.66E-01,8.83E-03,6.25E-01
YPL018W,CTF19,-0.074,0.216,0.019,1.48E-01,1.86E-03,8.58E-01
YJL130C,URA2,-0.228,-0.466,-0.611,4.07E-06,6.98E-05,4.84E-10
YOL039W,RPP2A,-0.19,-0.058,-0.233,3.45E-05,1.97E-01,2.57E-04
YIL151C,YIL151C,-0.112,-0.121,0,3.79E-01,4.59E-01,1.00E+00
YER115C,SPR6,0.025,-0.098,0.049,6.67E-01,3.01E-01,7.55E-01
YDR136C,YDR136C,0.085,-0.232,0.205,6.22E-01,4.40E-01,4.58E-01
YGL193C,YGL193C,-0.222,0.111,-0.17,2.51E-05,2.26E-02,4.03E-02
YCR084C,TUP1,0.044,0.704,-0.091,2.86E-01,1.83E-04,6.94E-01
YDR209C,YDR209C,-0.121,-0.35,-0.071,2.92E-02,6.84E-05,6.60E-01
YLR120C,YPS1,-0.53,-0.062,0.08,5.08E-09,1.55E-01,1.67E-01
YNL271C,BNI1,-0.161,-0.104,-0.403,2.36E-04,2.30E-02,9.81E-09
YJR162C,YJR162C,0.198,-0.169,-0.146,2.86E-02,4.17E-01,5.95E-01
YEL010W,YEL010W,-0.58,-0.298,-0.305,4.20E-03,4.20E-01,7.96E-02
YPL019C,YPL019C,-0.119,-0.167,-0.396,8.65E-03,7.16E-03,1.07E-08
YDL031W,DBP10,0.239,0.923,0.618,2.03E-04,4.59E-04,4.02E-03
YBL073W,YBL073W,-0.028,-0.412,0.256,9.15E-01,2.01E-01,4.71E-01
YJL203W,PRP21,0.083,-0.46,0.401,1.38E-01,6.54E-04,4.69E-03
YFR021W,YFR021W,-0.001,0.054,-0.078,1.00E+00,4.18E-01,4.24E-01
YER042W,MXR1,0.031,-0.109,0.718,4.71E-01,6.30E-02,1.46E-06
YDR063W,YDR063W,0.013,-0.056,-0.09,7.65E-01,2.85E-01,2.76E-01
YBR178W,YBR178W,-0.26,0.123,-0.583,2.00E-05,3.20E-02,2.14E-03
YKL110C,KTI12,0.093,-0.433,0.073,1.58E-01,3.83E-04,6.65E-01
YBL074C,AAR2,-0.079,-0.266,-0.027,2.66E-01,9.16E-02,8.74E-01
YGR001C,YGR001C,-0.076,-0.275,-0.198,5.72E-02,1.11E-04,8.68E-02
YJL131C,YJL131C,0.078,-0.12,0.357,2.02E-01,2.10E-01,2.05E-02
YJL204C,YJL204C,0.062,-0.114,0,6.67E-01,7.98E-01,1.00E+00
YER043C,SAH1,-0.05,-0.283,-0.133,2.27E-01,3.11E-04,2.22E-02
YER116C,YER116C,0.029,-0.11,0.182,5.61E-01,1.84E-01,1.39E-01
YOR282W,YOR282W,0.151,-0.468,0.131,2.82E-01,4.78E-02,7.49E-01
YGL194C,HOS2,0.202,-0.053,0.06,1.88E-03,6.53E-01,5.89E-01
YOR355W,GDS1,-0.176,-0.044,0.43,1.66E-04,4.58E-01,6.27E-03
YLR121C,YPS3,-0.685,-0.269,-0.04,1.01E-11,8.98E-05,5.54E-01
YBR179C,FZO1,0.24,0.1,0.243,1.88E-05,6.53E-02,5.81E-02
YNL272C,SEC2,0.153,-0.069,0.045,1.27E-02,6.02E-01,7.28E-01
YJR090C,GRR1,0.116,0.052,-0.028,2.32E-02,3.22E-01,7.53E-01
YEL011W,GLC3,-0.26,0.775,-0.496,2.92E-06,2.01E-07,4.66E-10
YDL032W,YDL032W,-0.122,-0.28,-0.047,5.68E-01,5.17E-01,8.61E-01
YDL105W,QRI2,0.293,-0.639,0.837,6.74E-05,5.39E-03,1.74E-03
YDR420W,HKR1,0.314,-0.215,0.095,6.56E-05,1.46E-01,8.08E-01
YFR022W,YFR022W,-0.46,-0.105,-0.295,7.45E-08,2.52E-01,9.26E-02
YIL152W,YIL152W,0.06,0.071,0.029,1.45E-01,9.78E-02,6.61E-01
YMR100W,MUB1,0.032,-0.194,0.332,4.74E-01,2.62E-02,2.30E-02
YDR064W,RPS13,-0.489,-0.228,-0.768,5.04E-08,6.58E-04,3.43E-14
YDR137W,RGP1,0.204,-0.103,0.065,6.31E-05,1.11E-01,4.74E-01
YPL230W,USV1,0.059,0.335,-0.159,1.31E-01,1.31E-05,1.36E-02
YDL033C,YDL033C,0.017,-0.032,0.174,8.03E-01,7.77E-01,3.02E-01
YCR085W,YCR085W,-0.473,-0.266,0.483,1.09E-02,2.50E-01,3.46E-02
YDL106C,GRF10,0.075,0.078,0.033,5.55E-02,7.04E-02,5.71E-01
YKL111C,YKL111C,0.452,-0.086,0,1.27E-02,8.40E-01,7.38E-01
YBL075C,SSA3,-0.281,0.232,-0.63,4.00E-04,4.32E-04,8.09E-11
YGR002C,YGR002C,0.016,-0.167,0.207,7.06E-01,1.57E-02,7.00E-02
YER044C,YER044C,-0.099,0.212,-0.277,1.76E-02,1.61E-03,3.66E-04
YMR101C,YMR101C,0.004,-0.477,-1.796,1.00E+00,9.12E-02,2.86E-06
YOR283W,YOR283W,0.099,-0.41,0.261,1.90E-02,2.02E-05,1.95E-02
YOR356W,YOR356W,0.291,-0.102,0.046,4.64E-06,3.72E-01,6.84E-01
YLR122C,YLR122C,0,0.194,0,6.89E-01,6.69E-01,1.00E+00
YJR091C,JSN1,-0.023,0.07,0.266,8.17E-01,5.88E-01,1.74E-01
YEL012W,UBC8,0.289,0.241,0.377,4.64E-06,2.21E-05,4.31E-05
YCL054W,SPB1,0.386,-0.35,0,3.90E-02,1.07E-01,1.00E+00
YPR190C,RPC82,0.22,-0.281,0.545,1.57E-03,9.95E-03,4.40E-03
YOR357C,GRD19,0.021,-0.123,0.327,6.74E-01,1.15E-01,1.44E-02
YJL132W,YJL132W,-0.105,0.368,-0.336,7.52E-02,6.70E-06,5.85E-03
YDR421W,YDR421W,0.136,0.022,0.262,5.09E-03,7.69E-01,5.49E-02
YFR023W,PES4,0.473,-0.003,0.554,8.21E-02,2.36E-01,1.09E-02
YIL153W,RRD1,-0.023,0.012,0.107,5.71E-01,8.13E-01,2.65E-01
YER117W,RPL23B,-0.418,-0.338,-0.237,6.61E-09,3.37E-06,1.78E-04
YDR065W,YDR065W,0.056,0.462,0.01,4.53E-01,4.44E-02,9.59E-01
YPL231W,FAS2,-0.221,0.281,0.406,5.22E-02,4.40E-03,4.25E-02
YDR138W,HPR1,-0.34,0.115,0.374,6.93E-02,7.68E-01,5.48E-02
YCR086W,YCR086W,-0.081,-0.397,0.381,3.21E-01,8.05E-02,1.72E-01
YKR070W,YKR070W,-0.105,-0.065,-0.155,1.03E-02,2.07E-01,7.61E-02
YNL273W,TOF1,0,1.303,0,6.22E-01,8.94E-04,8.99E-01
YBL076C,ILS1,-0.207,-0.35,-0.038,1.75E-05,5.08E-06,5.85E-01
YDR422C,SIP1,0.085,0.473,0.052,1.45E-01,2.21E-06,7.03E-01
YJL206C,YJL206C,0.125,0.127,0.198,1.50E-02,6.58E-02,1.10E-01
YFR024C,YFR024C,-0.116,0.057,-0.141,1.22E-02,1.93E-01,3.48E-02
YIL154C,YIL154C,0.034,0.138,0.348,5.15E-01,3.16E-02,1.09E-02
YER045C,YER045C,-0.125,-0.126,-0.182,6.76E-03,4.71E-02,1.15E-01
YER118C,SHO1,-0.073,-0.392,0.058,6.49E-02,1.27E-05,6.12E-01
YDR066C,YDR066C,-0.104,-0.174,0.23,1.17E-01,1.03E-01,1.50E-01
YMR102C,YMR102C,-0.374,-0.202,-0.06,2.70E-07,2.77E-01,6.72E-01
YLR050C,YLR050C,0.048,0.002,-0.813,4.09E-01,9.79E-01,4.51E-04
YOR284W,YOR284W,-0.044,-0.037,-0.012,4.73E-01,7.23E-01,9.46E-01
YDR139C,RUB1,-0.099,-0.341,0.193,1.21E-01,3.06E-04,2.27E-01
YLR123C,YLR123C,-0.263,0.099,0,4.74E-01,5.03E-01,1.00E+00
YKR071C,YKR071C,0.335,-0.192,-0.014,7.24E-07,3.19E-03,8.72E-01
YNL274C,YNL274C,0.191,0.289,-0.413,8.01E-04,6.92E-06,1.41E-09
YEL013W,VAC8,-0.186,0.036,-0.115,2.02E-04,4.24E-01,5.71E-02
YDL034W,YDL034W,0.105,-0.02,0.092,3.14E-01,9.23E-01,5.43E-01
YDL107W,MSS2,0.182,0.097,0.258,2.12E-03,1.92E-01,7.09E-02
YCL055W,KAR4,-0.002,-0.284,0.322,9.71E-01,3.33E-04,1.01E-02
YKL112W,ABF1,0.523,-0.047,-0.045,4.97E-09,4.45E-01,6.72E-01
YHR001W-A,QCR10,0.141,0.379,-0.555,1.15E-03,2.40E-06,4.78E-05
YGR003W,YGR003W,0.182,-0.426,0,1.94E-01,1.28E-01,7.23E-01
YJL060W,YJL060W,-0.287,-0.302,0.226,4.67E-06,1.88E-05,4.43E-03
YJL133W,MRS3,-0.206,-0.14,-0.428,3.59E-05,1.23E-02,1.31E-04
YEL014C,YEL014C,-0.643,-0.093,0.084,5.36E-03,5.91E-01,6.84E-01
YPL232W,SSO1,0.159,-0.116,0.311,5.27E-04,2.94E-02,9.20E-04
YGL196W,YGL196W,0.085,0.004,0.255,3.94E-02,9.42E-01,3.95E-03
YCR087W,YCR087W,0.129,0,0,4.49E-01,9.71E-01,1.00E+00
YDL035C,GPR1,0,0,0,8.66E-01,5.78E-01,1.00E+00
YCL056C,YCL056C,0.033,-0.093,0.255,5.77E-01,2.11E-01,4.10E-02
YKL040C,NFU1,0.13,-0.1,0.251,2.72E-03,5.39E-02,1.03E-02
YJR092W,BUD4,0.113,-0.01,-0.194,1.86E-01,9.54E-01,5.16E-01
YKL113C,RAD27,0.583,-0.468,0.518,6.29E-05,3.47E-04,1.23E-02
YDR350C,TCM10,-0.133,0.084,-0.06,1.32E-02,3.08E-01,4.44E-01
YDR423C,CAD1,-0.003,0.022,0.22,9.42E-01,7.12E-01,1.73E-02
YJL207C,YJL207C,-0.042,-0.092,0.23,5.10E-01,2.91E-01,7.50E-02
YFR025C,HIS2,-0.154,-0.264,-0.283,8.06E-04,1.50E-03,8.25E-03
YIL155C,GUT2,0.714,0.351,0.239,4.61E-06,7.31E-07,7.97E-04
YPR191W,QCR2,0.197,-0.014,-0.233,1.21E-04,7.77E-01,2.14E-03
YER119C,YER119C,-0.065,0.207,-0.362,1.92E-01,2.14E-04,2.49E-04
YDR067C,YDR067C,-0.148,-0.166,0.294,2.21E-03,1.06E-02,4.29E-03
YMR103C,YMR103C,-0.298,0.214,-0.07,3.47E-06,8.37E-04,4.44E-01
YLR051C,YLR051C,0,0,0,1.00E+00,1.00E+00,1.00E+00
YOR285W,YOR285W,-0.103,0.161,-0.098,7.80E-03,1.41E-02,9.35E-02
YOR358W,HAP5,0.107,-0.007,0.32,9.16E-02,9.35E-01,1.53E-02
YKR072C,SIS2,0.045,-0.142,0.238,2.52E-01,7.82E-03,1.33E-02
YJR093C,FIP1,0.117,-0.157,0.392,2.29E-02,1.63E-01,1.01E-02
YDL108W,KIN28,-0.038,-0.065,0.191,4.12E-01,3.00E-01,6.41E-02
YBL077W,YBL077W,-0.205,-0.368,0.464,6.89E-04,1.85E-04,6.84E-03
YJL061W,NUP82,0.031,-0.223,0.187,4.83E-01,4.87E-04,1.01E-01
YGR004W,YGR004W,-0.092,-0.185,0.191,5.85E-02,3.99E-02,1.99E-01
YJL134W,LCB3,-0.058,0.117,-0.273,2.89E-01,4.37E-02,2.08E-02
YER046W,YER046W,-0.07,0.089,0.128,3.47E-01,3.75E-01,3.84E-01
YMR030W,YMR030W,0.134,-0.02,0.387,6.76E-02,8.77E-01,5.48E-03
YPL160W,CDC60,-0.135,0.872,0,3.33E-01,7.11E-04,8.72E-01
YPL233W,YPL233W,0.191,-0.21,0.517,7.03E-04,7.07E-02,1.25E-03
YGL197W,MDS3,-0.018,-0.239,-0.385,7.23E-01,1.21E-02,1.37E-03
YDL036C,YDL036C,0.185,-0.414,0.226,7.36E-04,3.15E-02,1.26E-01
YLR124W,YLR124W,-0.017,0,0,7.12E-01,7.62E-01,1.00E+00
YCR088W,ABP1,-0.037,-0.002,-0.182,3.56E-01,9.79E-01,2.90E-02
YLL020C,YLL020C,0.277,0.075,0.291,3.03E-02,7.54E-01,6.91E-02
YDL109C,YDL109C,0.058,0.475,-0.294,4.47E-01,5.25E-05,1.28E-01
YNL275W,YNL275W,0.049,0.059,-0.271,3.24E-01,4.09E-01,1.17E-02
YBL078C,AUT7,0.06,0.115,0.303,1.40E-01,8.95E-02,1.03E-03
YKL114C,APN1,0.111,-0.311,0.136,2.68E-02,1.12E-04,1.90E-01
YGR005C,TFG2,0.163,-0.233,0.342,2.70E-03,1.21E-02,2.71E-03
YJL208C,NUC1,0.127,-0.925,0.346,1.87E-02,4.84E-06,2.50E-01
YDR424C,DYN2,-0.041,-0.076,0.094,3.45E-01,2.27E-01,3.57E-01
YIL083C,YIL083C,-0.047,0.065,0.019,2.07E-01,1.37E-01,7.96E-01
YFR026C,YFR026C,-0.133,-0.268,0.008,8.85E-04,2.22E-04,8.93E-01
YER047C,SAP1,0.094,-0.092,0.188,6.63E-02,2.66E-01,1.20E-01
YPR192W,AQY1,0.008,0.372,0.099,8.91E-01,1.04E-05,3.83E-01
YMR031C,YMR031C,0.199,0.213,0.186,3.33E-04,6.90E-05,5.89E-02
YPL161C,BEM4,0.176,0.398,0.124,6.56E-02,1.81E-01,4.85E-01
YMR104C,YPK2,-0.155,0.27,-0.057,2.17E-04,2.16E-04,3.90E-01
YOR286W,YOR286W,0.027,0.058,-0.21,4.94E-01,1.78E-01,9.47E-04
YPL234C,VMA11,-0.207,0.105,-0.32,1.01E-05,1.56E-02,8.26E-07
YOR359W,YOR359W,0.045,-0.045,0.12,2.36E-01,4.23E-01,1.05E-01
YKR073C,YKR073C,-0.188,-0.247,0.172,1.69E-01,4.39E-01,5.79E-01
YJR094C,IME1,-0.039,-0.099,0.613,6.71E-01,5.54E-01,5.24E-03
YNL276C,YNL276C,-0.11,-0.085,0.204,2.67E-01,5.06E-01,2.35E-01
YEL015W,YEL015W,0.222,-0.171,0.275,3.07E-05,5.29E-03,3.28E-02
YPR193C,HPA2,-0.465,-0.265,0.317,9.68E-05,3.10E-01,2.26E-01
YCL057W,PRD1,-0.088,-0.003,-0.264,2.60E-02,9.59E-01,6.05E-03
YKL041W,VPS24,0.288,-0.216,0.332,1.54E-06,7.16E-03,1.33E-02
YOR287C,YOR287C,0.153,-0.583,0.714,1.58E-02,3.68E-04,9.06E-04
YJL062W,LAS21,-0.123,0.036,-0.169,4.62E-03,4.44E-01,3.97E-02
YJL135W,YJL135W,-0.099,-0.365,-0.055,5.09E-01,3.76E-01,2.02E-01
YDR351W,SBE2,-0.052,-0.043,0.527,3.56E-01,7.01E-01,1.60E-03
YIL156W,UBP7,0.095,0.087,0.078,5.54E-02,1.37E-01,4.69E-01
YNR010W,CSE2,-0.037,-0.233,0.173,6.42E-01,9.19E-02,2.37E-01
YDR068W,DOS2,0.19,-0.304,0.521,1.21E-03,1.77E-04,6.98E-04
YEL016C,YEL016C,-0.075,-0.16,-0.34,9.11E-02,1.59E-02,5.40E-03
YGL198W,YGL198W,-0.023,0.263,-0.25,5.89E-01,1.12E-05,5.74E-04
YLR052W,YLR052W,-0.405,-0.363,-0.182,1.13E-06,3.35E-06,4.38E-03
YCR089W,FIG2,0.067,0.174,-0.103,2.00E-01,1.88E-02,5.45E-01
YLR125W,YLR125W,-0.17,-0.007,-0.135,3.25E-02,9.46E-01,4.28E-01
YCL058C,YCL058C,0.123,0.053,-0.082,2.43E-02,3.03E-01,4.60E-01
YKL115C,YKL115C,0.001,-0.188,0,1.00E+00,5.76E-01,5.84E-01
YJL063C,MRPL8,-0.026,-0.006,-0.078,5.07E-01,9.10E-01,4.47E-01
YJL136C,RPS21B,-0.196,-0.348,-0.137,2.67E-03,8.61E-06,2.23E-02
YIL084C,SDS3,-0.029,-0.161,0.306,5.72E-01,5.32E-02,1.55E-02
YNR011C,PRP2,0.146,0,0.872,6.98E-02,3.88E-01,3.77E-04
YIL157C,YIL157C,0.017,0.282,-0.255,7.30E-01,1.98E-06,1.21E-05
YER048C,CAJ1,0.191,-0.116,0.223,5.33E-05,3.33E-02,7.07E-03
YPL162C,YPL162C,-0.007,0.07,0.142,8.80E-01,2.73E-01,2.35E-01
YDR069C,DOA4,-0.062,0.206,0.14,2.12E-01,9.15E-03,2.32E-01
YMR105C,PGM2,-0.459,0.319,-0.275,3.24E-08,1.06E-04,1.89E-04
YLR053C,YLR053C,0.172,-0.286,0,1.52E-01,3.97E-01,6.96E-01
YGL199C,YGL199C,-0.14,0.226,-0.228,2.42E-02,1.16E-03,1.57E-01
YLR126C,YLR126C,0.734,0.195,0.741,1.73E-09,2.31E-02,4.57E-05
YLL021W,SPA2,-0.155,0.05,-0.036,3.40E-04,2.30E-01,6.22E-01
YPR194C,YPR194C,-0.454,-0.485,-0.693,1.90E-07,1.30E-03,2.27E-12
YKL042W,SPC42,-0.191,-0.335,0.294,1.85E-02,1.82E-01,4.54E-01
YBL079W,NUP170,-0.186,-0.032,-0.42,2.57E-04,4.57E-01,2.95E-09
YOR288C,MPD1,-0.218,0.075,-0.472,7.56E-05,1.27E-01,6.14E-08
YGR006W,PRP18,-0.228,-0.341,0.082,6.32E-06,1.36E-05,4.10E-01
YDR352W,YDR352W,-0.037,-0.034,-0.195,3.98E-01,5.24E-01,8.28E-02
YDR425W,YDR425W,0.066,0.205,0.287,1.76E-01,2.45E-02,5.34E-03
YFR027W,YFR027W,-0.101,-0.525,-0.074,1.68E-01,6.03E-02,7.81E-01
YJL209W,CBP1,0,0,0,9.20E-01,9.79E-01,1.00E+00
YMR032W,HOF1,0.173,-0.322,0.024,1.27E-02,8.78E-03,8.58E-01
YPL235W,TIP49B,0.018,-0.102,0.233,6.43E-01,3.51E-01,2.98E-02
YLL022C,HIF1,0.265,-0.088,0.227,6.67E-05,2.45E-01,7.66E-02
YKR074W,YKR074W,-0.265,-0.048,-0.283,9.70E-07,4.40E-01,4.39E-04
YCL059C,KRR1,0.083,-0.579,0.664,2.06E-01,3.13E-05,7.81E-04
YJR095W,SFC1,1.715,0.676,1.415,2.83E-12,1.36E-07,5.32E-07
YNL277W,MET2,0.141,-0.027,0.376,5.16E-03,6.38E-01,1.01E-02
YKL116C,YKL116C,-0.158,-0.105,-0.036,1.15E-03,8.66E-02,7.20E-01
YJL137C,GLG2,0.168,0.329,-0.252,1.43E-03,8.69E-06,3.56E-02
YFR028C,CDC14,0.189,-0.327,0.134,4.02E-04,3.98E-04,2.66E-01
YIL085C,KTR7,-0.053,-0.151,0.225,1.82E-01,6.92E-03,8.96E-03
YPL090C,RPS6A,-0.264,-0.465,0.062,6.49E-06,1.40E-06,3.30E-01
YMR106C,YKU80,0.077,-0.131,0.04,1.42E-01,1.01E-01,7.89E-01
YPL163C,SVS1,-0.245,-0.329,-0.057,8.44E-05,1.58E-05,3.48E-01
YPL236C,YPL236C,-0.109,0.381,0.188,2.23E-02,3.21E-02,6.55E-02
YLR054C,YLR054C,-0.16,-0.093,0.532,2.93E-02,4.38E-01,8.92E-03
YLR127C,APC2,0.064,-0.024,0.234,3.02E-01,8.12E-01,1.64E-01
YKR075C,YKR075C,0.668,0.4,0.201,1.22E-09,7.22E-06,8.96E-02
YEL017W,YEL017W,0.005,0.129,-0.468,9.13E-01,2.31E-02,2.74E-03
YML001W,YPT7,-0.055,0.048,-0.25,1.55E-01,3.37E-01,4.61E-05
YPR195C,YPR195C,-0.194,-0.38,0.047,6.00E-02,6.75E-02,6.75E-01
YKL043W,PHD1,-0.108,-0.007,-0.277,1.03E-02,8.88E-01,2.27E-03
YDR280W,RRP45,0.105,-0.231,0.241,5.84E-02,1.53E-03,9.19E-03
YJL064W,YJL064W,0.04,-0.119,0.206,4.39E-01,5.26E-02,1.45E-01
YGR007W,MUQ1,-0.03,-0.061,0.119,4.25E-01,2.03E-01,2.43E-01
YDR353W,TRR1,-0.084,-0.137,-0.245,3.06E-02,1.28E-02,2.06E-05
YIL158W,YIL158W,0.217,-0.123,0.034,2.05E-03,6.88E-02,7.60E-01
YLR410W,VIP1,0.117,-0.021,0.199,6.96E-03,7.37E-01,3.15E-02
YNR012W,URK1,0.036,-0.204,0.6,4.34E-01,7.18E-02,1.41E-03
YER049W,YER049W,-0.017,-0.599,0.397,7.02E-01,5.57E-05,5.37E-03
YMR033W,ARP9,0.012,-0.415,0.342,9.08E-01,3.63E-04,1.51E-02
YDL039C,YDL039C,-0.393,-0.3,0.413,3.49E-03,1.47E-01,2.12E-01
YLL023C,YLL023C,-0.325,-0.05,0.39,1.22E-07,2.65E-01,6.27E-05
YNL278W,YNL278W,0.054,0.266,0.105,5.04E-01,3.53E-02,7.73E-01
YJR096W,YJR096W,-0.33,0.294,0.011,1.35E-07,7.32E-04,8.69E-01
YDR281C,YDR281C,-0.058,-0.439,-0.453,6.50E-01,5.88E-02,1.51E-01
YJL065C,YJL065C,0.043,-0.039,0.164,2.71E-01,3.81E-01,3.66E-02
YGR008C,STF2,-0.36,0.279,-0.221,3.34E-07,6.55E-04,2.69E-04
YJL138C,TIF2,-0.254,-0.048,-0.268,3.52E-05,2.55E-01,7.40E-07
YIL086C,YIL086C,-0.119,0.209,0.048,2.58E-01,3.63E-02,8.00E-01
YNR013C,YNR013C,-0.135,-0.038,-0.177,1.29E-03,6.16E-01,3.21E-02
YMR034C,YMR034C,0.266,0.019,0.765,4.38E-05,8.39E-01,6.15E-06
YPL164C,YPL164C,0.182,0.721,0.162,2.48E-02,6.99E-05,2.98E-01
YLR055C,SPT8,0.178,0.021,0.185,7.44E-04,6.40E-01,3.09E-02
YOR289W,YOR289W,-0.15,0.137,-0.013,6.57E-04,5.79E-02,8.27E-01
YEL018W,YEL018W,0.207,-0.369,0.244,4.23E-04,2.78E-03,1.05E-01
YKL044W,YKL044W,-0.214,-0.015,-0.217,3.73E-04,8.52E-01,1.88E-01
YKL117W,SBA1,0.101,-0.067,0.133,2.45E-02,1.51E-01,1.11E-01
YDR354W,TRP4,-0.122,-0.202,-0.253,9.03E-03,2.82E-03,1.21E-03
YFR029W,PTR3,0.147,-0.224,0.269,1.91E-02,1.31E-01,3.38E-02
YDR427W,RPN9,0.006,-0.061,-0.478,8.58E-01,1.85E-01,1.43E-09
YIL159W,BNR1,-0.045,0.257,0,8.72E-01,2.59E-01,5.53E-01
YLR411W,CTR3,-0.029,-0.624,0.229,5.78E-01,4.42E-06,1.75E-01
YPL091W,GLR1,-0.097,0.004,-0.298,9.72E-03,9.15E-01,2.16E-06
YMR107W,YMR107W,0.498,0.993,1.012,4.72E-04,6.85E-08,2.43E-07
YEL019C,MMS21,0.111,-0.517,0.404,2.91E-01,8.62E-02,1.96E-01
YPL237W,SUI3,-0.009,-0.272,0.2,7.91E-01,5.20E-05,1.36E-02
YLR128W,YLR128W,0.028,-0.232,0.185,7.13E-01,1.56E-01,3.24E-01
YKR076W,ECM4,0.123,0.51,-0.061,4.80E-02,1.07E-06,4.35E-01
YLL024C,SSA2,-0.563,0.206,-0.639,1.78E-07,9.51E-04,1.33E-10
YER007C-A,YER007C-A,-0.145,-0.278,-0.177,1.25E-03,3.66E-04,1.87E-02
YNL279W,YNL279W,0.035,0.124,-0.277,6.27E-01,4.38E-01,5.56E-02
YJR097W,YJR097W,0.1,-0.587,0.457,5.66E-01,2.47E-02,2.13E-01
YBR084C-A,RPL19A,-0.258,-0.415,-0.458,1.55E-05,2.91E-06,1.13E-09
YGR009C,SEC9,0.236,-0.185,0.302,2.96E-05,1.74E-02,4.41E-04
YDR282C,YDR282C,0.131,0.21,0.028,3.08E-02,4.87E-02,8.07E-01
YJL066C,YJL066C,-0.087,0.26,-0.061,3.08E-02,3.55E-05,3.11E-01
